date,sku,price,promo,true_demand_qty,sales_qty
2024-06-30,SKU_0001,15.54493257239882,0,41.61,41.61
2024-07-01,SKU_0001,15.593945248632986,0,34.93,34.93
2024-07-02,SKU_0001,15.322961310754431,1,81.44,81.44
2024-07-03,SKU_0001,15.228111287778896,0,62.14,62.14
2024-07-04,SKU_0001,14.999614546968022,0,42.83,42.83
2024-07-05,SKU_0001,15.137547618868227,0,46.09,46.09
2024-07-06,SKU_0001,16.534808634528687,1,42.99,42.99
2024-07-07,SKU_0001,14.174835811065273,0,60.8,60.8
2024-07-08,SKU_0001,13.97482156332714,0,53.09,53.09
2024-07-09,SKU_0001,14.123611848135255,0,79.72,79.72
2024-07-10,SKU_0001,14.376682673001396,0,93.78,93.78
2024-07-11,SKU_0001,14.059421781515175,0,56.89,56.89
2024-07-12,SKU_0001,12.652938156221886,0,56.53,56.53
2024-07-13,SKU_0001,12.904410892071295,0,66.92,66.92
2024-07-14,SKU_0001,14.313600875053465,0,47.69,47.69
2024-07-15,SKU_0001,13.055095418622251,0,66.28,66.28
2024-07-16,SKU_0001,13.749578813771647,0,64.34,64.34
2024-07-17,SKU_0001,13.481207498741458,1,102.0,102.0
2024-07-18,SKU_0001,13.431695070269495,0,65.17,65.17
2024-07-19,SKU_0001,12.609409325641703,0,38.73,38.73
2024-07-20,SKU_0001,12.3588936412448,0,44.82,44.82
2024-07-21,SKU_0001,13.361515702761757,0,37.43,37.43
2024-07-22,SKU_0001,13.836886029403395,0,58.13,58.13
2024-07-23,SKU_0001,15.352473840919131,0,51.14,51.14
2024-07-24,SKU_0001,16.476272846263313,1,79.1,79.1
2024-07-25,SKU_0001,16.916111946855608,0,52.11,52.11
2024-07-26,SKU_0001,18.78206845271844,0,29.24,29.24
2024-07-27,SKU_0001,19.283353263055254,0,28.05,28.05
2024-07-28,SKU_0001,20.265531538044453,0,35.47,35.47
2024-07-29,SKU_0001,19.908110905608115,0,49.64,49.64
2024-07-30,SKU_0001,19.9877578939572,0,39.1,39.1
2024-07-31,SKU_0001,19.168619702024003,0,40.56,40.56
2024-08-01,SKU_0001,20.341224441721714,0,62.7,62.7
2024-08-02,SKU_0001,18.952794167472995,0,36.28,36.28
2024-08-03,SKU_0001,19.863669117557986,0,29.96,29.96
2024-08-04,SKU_0001,19.63774200702495,0,27.19,27.19
2024-08-05,SKU_0001,21.067428037084756,0,38.18,38.18
2024-08-06,SKU_0001,22.03826569373024,0,58.87,58.87
2024-08-07,SKU_0001,24.582112925601255,0,41.15,41.15
2024-08-08,SKU_0001,25.683930991080743,0,41.27,41.27
2024-08-09,SKU_0001,23.37210290836042,1,35.44,35.44
2024-08-10,SKU_0001,23.27840105663964,0,20.2,20.2
2024-08-11,SKU_0001,21.6976835459706,0,24.51,24.51
2024-08-12,SKU_0001,21.03333826341438,1,34.57,34.57
2024-08-13,SKU_0001,23.02964781496127,0,40.99,40.99
2024-08-14,SKU_0001,23.927644159680465,0,50.17,50.17
2024-08-15,SKU_0001,22.9449673346421,0,37.49,37.49
2024-08-16,SKU_0001,21.590978863031943,0,28.99,28.99
2024-08-17,SKU_0001,21.633488504439875,0,22.23,22.23
2024-08-18,SKU_0001,20.110637397500405,1,38.29,38.29
2024-08-19,SKU_0001,19.316902352112812,0,29.72,29.72
2024-08-20,SKU_0001,19.681931861117622,0,35.55,35.55
2024-08-21,SKU_0001,21.09465672535885,0,51.92,51.92
2024-08-22,SKU_0001,21.879397945668938,1,42.5,42.5
2024-08-23,SKU_0001,19.06907838543158,0,32.04,32.04
2024-08-24,SKU_0001,19.420517187580625,0,27.34,27.34
2024-08-25,SKU_0001,19.50463458977355,0,34.56,34.56
2024-08-26,SKU_0001,19.99506565217821,0,37.43,37.43
2024-08-27,SKU_0001,22.031166427028236,0,33.99,33.99
2024-08-28,SKU_0001,19.4658920809829,0,39.92,39.92
2024-08-29,SKU_0001,18.787609896363314,0,40.66,40.66
2024-08-30,SKU_0001,19.465661875903912,0,34.86,34.86
2024-08-31,SKU_0001,17.703393066899885,0,30.15,30.15
2024-09-01,SKU_0001,19.342664708753883,0,28.94,28.94
2024-09-02,SKU_0001,19.77492378520819,0,36.39,36.39
2024-09-03,SKU_0001,20.805340294851227,0,40.72,40.72
2024-09-04,SKU_0001,20.10468915212527,0,37.63,37.63
2024-09-05,SKU_0001,21.110676344522293,0,46.65,46.65
2024-09-06,SKU_0001,22.508368958519238,0,25.66,25.66
2024-09-07,SKU_0001,22.82507871196345,0,24.24,24.24
2024-09-08,SKU_0001,23.148359834365742,0,16.4,16.4
2024-09-09,SKU_0001,23.52690177717935,0,28.99,28.99
2024-09-10,SKU_0001,22.339218412276782,0,30.44,30.44
2024-09-11,SKU_0001,22.142350483082623,0,32.67,32.67
2024-09-12,SKU_0001,21.940642399413118,0,57.91,57.91
2024-09-13,SKU_0001,22.451206763009303,0,29.48,29.48
2024-09-14,SKU_0001,23.83926046426317,0,28.7,28.7
2024-09-15,SKU_0001,22.372256810637786,0,30.06,30.06
2024-09-16,SKU_0001,22.205080503034893,0,38.56,38.56
2024-09-17,SKU_0001,24.26920947356267,0,33.45,33.45
2024-09-18,SKU_0001,23.210230546730084,0,52.02,52.02
2024-09-19,SKU_0001,22.092941144508863,0,41.68,41.68
2024-09-20,SKU_0001,22.362747664989655,0,28.19,28.19
2024-09-21,SKU_0001,23.524904717936977,0,23.82,23.82
2024-09-22,SKU_0001,23.541038059620828,0,23.37,23.37
2024-09-23,SKU_0001,25.49501222406204,0,27.97,27.97
2024-09-24,SKU_0001,26.839923796691714,0,31.25,31.25
2024-09-25,SKU_0001,28.230407493900877,1,40.7,40.7
2024-09-26,SKU_0001,29.184760344477404,0,38.24,38.24
2024-09-27,SKU_0001,33.55902581582044,0,14.97,14.97
2024-09-28,SKU_0001,33.148456408833304,0,20.54,20.54
2024-09-29,SKU_0001,29.3938307587463,0,18.08,18.08
2024-09-30,SKU_0001,32.3637858135912,0,28.49,28.49
2024-10-01,SKU_0001,31.487105411908246,0,25.36,25.36
2024-10-02,SKU_0001,31.69157702804375,1,36.72,36.72
2024-10-03,SKU_0001,34.282121450666395,0,22.49,22.49
2024-10-04,SKU_0001,31.139851739826533,0,14.46,14.46
2024-10-05,SKU_0001,28.886939497320057,0,26.35,26.35
2024-10-06,SKU_0001,26.24073295012953,0,17.95,17.95
2024-10-07,SKU_0001,25.01973013063534,0,28.66,28.66
2024-10-08,SKU_0001,25.688487008219923,0,26.65,26.65
2024-10-09,SKU_0001,26.50926211671407,0,25.44,25.44
2024-10-10,SKU_0001,26.952353893407846,0,28.02,28.02
2024-10-11,SKU_0001,24.76186290537787,0,22.59,22.59
2024-10-12,SKU_0001,21.556954460920654,0,19.47,19.47
2024-10-13,SKU_0001,21.62737108629556,0,25.93,25.93
2024-10-14,SKU_0001,21.02375797512014,0,24.8,24.8
2024-10-15,SKU_0001,21.611298933634956,0,39.9,39.9
2024-10-16,SKU_0001,22.54094637670398,0,37.98,37.98
2024-10-17,SKU_0001,22.72868947901905,0,21.0,21.0
2024-10-18,SKU_0001,23.789301559774227,0,23.97,23.97
2024-10-19,SKU_0001,24.1187283284326,1,29.56,29.56
2024-10-20,SKU_0001,24.89812576369567,0,18.65,18.65
2024-10-21,SKU_0001,23.867367140526163,0,33.11,33.11
2024-10-22,SKU_0001,23.61153702334396,1,47.54,47.54
2024-10-23,SKU_0001,23.891960349602233,0,30.39,30.39
2024-10-24,SKU_0001,25.097637641146548,0,31.68,31.68
2024-10-25,SKU_0001,24.51166810815182,0,30.85,30.85
2024-10-26,SKU_0001,25.290258671346205,0,18.12,18.12
2024-10-27,SKU_0001,24.890070810701978,0,22.41,22.41
2024-10-28,SKU_0001,24.71515037943563,0,36.85,36.85
2024-10-29,SKU_0001,25.976377667874548,0,28.2,28.2
2024-10-30,SKU_0001,23.04857514138051,0,42.79,42.79
2024-10-31,SKU_0001,21.32362497586655,0,30.22,30.22
2024-11-01,SKU_0001,19.509167591879567,0,31.81,31.81
2024-11-02,SKU_0001,16.960167742930917,0,34.83,34.83
2024-11-03,SKU_0001,16.28381475048867,0,21.81,21.81
2024-11-04,SKU_0001,17.032745350271483,0,37.87,37.87
2024-11-05,SKU_0001,16.7440780149241,0,55.91,55.91
2024-11-06,SKU_0001,16.94397052537354,0,55.37,55.37
2024-11-07,SKU_0001,18.088295997216587,0,40.06,40.06
2024-11-08,SKU_0001,19.588178902416463,0,26.68,26.68
2024-11-09,SKU_0001,19.507090034144078,0,32.22,32.22
2024-11-10,SKU_0001,21.15747232162722,0,26.33,26.33
2024-11-11,SKU_0001,21.2747461780347,0,38.83,38.83
2024-11-12,SKU_0001,20.232229453703887,0,47.21,47.21
2024-11-13,SKU_0001,19.52338210006394,0,43.16,43.16
2024-11-14,SKU_0001,17.863877167697286,0,56.81,56.81
2024-11-15,SKU_0001,16.936865002699783,0,34.52,34.52
2024-11-16,SKU_0001,16.57692397132911,1,51.63,51.63
2024-11-17,SKU_0001,17.39576363283786,0,44.82,44.82
2024-11-18,SKU_0001,19.287802418423187,0,48.04,48.04
2024-11-19,SKU_0001,17.752777918860506,1,58.7,58.7
2024-11-20,SKU_0001,18.17617470317258,0,85.73,85.73
2024-11-21,SKU_0001,17.076086216901228,0,50.33,50.33
2024-11-22,SKU_0001,17.569436732436447,0,40.25,40.25
2024-11-23,SKU_0001,17.431791628139454,0,32.73,32.73
2024-11-24,SKU_0001,15.61826862204794,0,31.03,31.03
2024-11-25,SKU_0001,16.512854102052284,0,59.64,59.64
2024-11-26,SKU_0001,15.924185773597326,0,50.93,50.93
2024-11-27,SKU_0001,15.422154153244088,0,73.83,73.83
2024-11-28,SKU_0001,14.463379633613298,0,73.56,73.56
2024-11-29,SKU_0001,13.906591213318444,0,55.1,55.1
2024-11-30,SKU_0001,14.268243623879693,0,35.33,35.33
2024-12-01,SKU_0001,14.107148881079722,0,40.89,40.89
2024-12-02,SKU_0001,14.388098932841693,0,31.37,31.37
2024-12-03,SKU_0001,14.703958056876605,0,61.54,61.54
2024-12-04,SKU_0001,15.916501678296719,0,71.68,71.68
2024-12-05,SKU_0001,15.592487743885663,0,53.07,53.07
2024-12-06,SKU_0001,14.270261755470802,0,43.37,43.37
2024-12-07,SKU_0001,15.21392488562531,0,36.86,36.86
2024-12-08,SKU_0001,14.914320056796146,0,54.26,54.26
2024-12-09,SKU_0001,15.945830361672112,0,49.31,49.31
2024-12-10,SKU_0001,16.31687751536504,0,84.86,84.86
2024-12-11,SKU_0001,16.18899597611674,0,54.91,54.91
2024-12-12,SKU_0001,16.53134547298749,0,56.37,56.37
2024-12-13,SKU_0001,18.584335676252003,0,35.8,35.8
2024-12-14,SKU_0001,21.050785802071026,1,53.99,53.99
2024-12-15,SKU_0001,21.138600099789233,0,32.59,32.59
2024-12-16,SKU_0001,21.34275191770593,0,59.48,59.48
2024-12-17,SKU_0001,22.766419079206806,0,40.35,40.35
2024-12-18,SKU_0001,21.640075456797803,0,65.22,65.22
2024-12-19,SKU_0001,22.07688565533905,0,43.18,43.18
2024-12-20,SKU_0001,22.04265395386698,0,40.3,40.3
2024-12-21,SKU_0001,22.461750504983357,0,22.34,22.34
2024-12-22,SKU_0001,21.36623253111574,0,34.2,34.2
2024-12-23,SKU_0001,19.422607198018284,0,35.14,35.14
2024-12-24,SKU_0001,17.151038075049886,0,61.75,61.75
2024-12-25,SKU_0001,16.038878068824882,0,48.13,48.13
2024-12-26,SKU_0001,15.603498267959868,1,70.83,70.83
2024-12-27,SKU_0001,15.331409642657373,0,61.13,61.13
2024-12-28,SKU_0001,17.221136774648762,0,41.82,41.82
2024-12-29,SKU_0001,18.402694862387673,0,29.38,29.38
2024-12-30,SKU_0001,17.370470152676575,1,40.84,40.84
2024-01-01,SKU_0002,21.86863312164039,0,26.08,26.08
2024-01-02,SKU_0002,19.557182756653408,0,40.2,40.2
2024-01-03,SKU_0002,19.59137111731691,0,25.21,25.21
2024-01-04,SKU_0002,19.62774755877466,0,41.56,6.51
2024-01-05,SKU_0002,19.489728935332916,1,26.15,0.0
2024-01-06,SKU_0002,20.96258108572149,0,12.44,0.0
2024-01-07,SKU_0002,17.85652395788408,0,15.09,15.09
2024-01-08,SKU_0002,18.285802914764304,0,29.77,29.77
2024-01-09,SKU_0002,20.081746213414824,0,30.54,30.54
2024-01-10,SKU_0002,18.767833266904454,0,42.64,42.64
2024-01-11,SKU_0002,18.34498091118995,0,22.46,22.46
2024-01-12,SKU_0002,17.534712755120793,0,23.91,23.91
2024-01-13,SKU_0002,16.618586529696625,0,20.22,20.22
2024-01-14,SKU_0002,16.29642924615197,0,21.07,21.07
2024-01-15,SKU_0002,17.753721149632288,0,24.4,24.4
2024-01-16,SKU_0002,19.82290994438583,0,28.42,28.42
2024-01-17,SKU_0002,19.42735225652148,0,33.23,33.23
2024-01-18,SKU_0002,21.779857963244325,0,29.44,29.44
2024-01-19,SKU_0002,21.826398655121636,0,23.5,23.5
2024-01-20,SKU_0002,24.248182018749052,0,23.44,23.44
2024-01-21,SKU_0002,24.112821881433938,0,15.48,15.48
2024-01-22,SKU_0002,24.30317977825094,0,17.04,17.04
2024-01-23,SKU_0002,24.841997418775925,0,35.74,35.74
2024-01-24,SKU_0002,30.062149416548927,0,23.79,23.79
2024-01-25,SKU_0002,31.637528302852044,0,23.44,23.44
2024-01-26,SKU_0002,30.323049978455106,1,21.66,21.66
2024-01-27,SKU_0002,32.13828571673489,0,15.21,15.21
2024-01-28,SKU_0002,31.448084297858593,0,13.85,13.85
2024-01-29,SKU_0002,30.537427354597483,0,20.81,20.81
2024-01-30,SKU_0002,32.24842288589145,0,31.31,31.31
2024-01-31,SKU_0002,32.308626683357666,0,28.64,28.64
2024-02-01,SKU_0002,32.853189380290836,0,28.19,28.19
2024-02-02,SKU_0002,32.88076849822304,0,18.61,18.61
2024-02-03,SKU_0002,33.55154558044628,0,20.81,20.81
2024-02-04,SKU_0002,34.41804133024743,0,16.61,16.61
2024-02-05,SKU_0002,30.641731924072598,1,18.44,18.44
2024-02-06,SKU_0002,31.89206485845433,0,29.93,29.93
2024-02-07,SKU_0002,30.067235675848973,0,34.77,34.77
2024-02-08,SKU_0002,27.57468426435249,0,24.46,24.46
2024-02-09,SKU_0002,27.47821311667517,1,33.24,33.24
2024-02-10,SKU_0002,27.617021415193715,0,15.81,15.81
2024-02-11,SKU_0002,26.491447119728853,0,23.14,23.14
2024-02-12,SKU_0002,27.845847200261332,0,35.2,35.2
2024-02-13,SKU_0002,25.69132360998009,1,36.38,36.38
2024-02-14,SKU_0002,25.07162446527065,0,30.6,30.6
2024-02-15,SKU_0002,24.207058378136896,0,28.3,28.3
2024-02-16,SKU_0002,24.13948841277286,1,38.26,38.26
2024-02-17,SKU_0002,24.546784793253106,0,21.37,21.37
2024-02-18,SKU_0002,23.106346106763905,0,32.87,32.87
2024-02-19,SKU_0002,24.132615448744474,0,27.82,27.82
2024-02-20,SKU_0002,24.224012803045785,0,27.62,27.62
2024-02-21,SKU_0002,21.624515124616256,0,30.21,30.21
2024-02-22,SKU_0002,19.22693468540517,0,31.8,31.8
2024-02-23,SKU_0002,19.212728202035557,0,16.83,16.83
2024-02-24,SKU_0002,18.959686227676222,0,19.64,19.64
2024-02-25,SKU_0002,18.842401717150295,0,21.06,21.06
2024-02-26,SKU_0002,18.81079285816256,0,30.14,30.14
2024-02-27,SKU_0002,19.067100895180385,0,50.51,50.51
2024-02-28,SKU_0002,20.182650723168564,0,35.47,35.47
2024-02-29,SKU_0002,18.881017763262804,0,21.75,21.75
2024-03-01,SKU_0002,17.59894171915631,1,25.95,25.95
2024-03-02,SKU_0002,16.48151317552782,1,28.45,28.45
2024-03-03,SKU_0002,16.769710944115868,0,24.59,24.59
2024-03-04,SKU_0002,18.07032666002354,0,40.65,40.65
2024-03-05,SKU_0002,17.608659808772984,0,42.94,42.94
2024-03-06,SKU_0002,15.154368268881278,0,46.53,46.53
2024-03-07,SKU_0002,13.681564274630805,0,34.04,34.04
2024-03-08,SKU_0002,13.014538124114376,0,36.2,36.2
2024-03-09,SKU_0002,12.586229463697064,0,20.84,20.84
2024-03-10,SKU_0002,12.281572877025257,0,32.46,32.46
2024-03-11,SKU_0002,12.310036020930736,0,31.43,31.43
