date,sku,on_hand,received_qty,ordered_qty,sales_qty
2024-05-02,SKU_0001,857.61,0.0,0.0,78.26
2024-05-03,SKU_0001,800.77,0.0,0.0,56.84
2024-05-04,SKU_0001,753.96,0.0,0.0,46.81
2024-05-05,SKU_0001,1241.27,533.65,0.0,46.34
2024-05-06,SKU_0001,1186.7,0.0,490.01,54.57
2024-05-07,SKU_0001,1140.89,0.0,0.0,45.81
2024-05-08,SKU_0001,1062.1,0.0,0.0,78.79
2024-05-09,SKU_0001,967.15,0.0,0.0,94.95
2024-05-10,SKU_0001,911.0,0.0,0.0,56.15
2024-05-11,SKU_0001,856.7,0.0,0.0,54.3
2024-05-12,SKU_0001,1296.37,490.01,0.0,50.34
2024-05-13,SKU_0001,1191.84,0.0,543.39,104.53
2024-05-14,SKU_0001,1107.99,0.0,0.0,83.85
2024-05-15,SKU_0001,990.72,0.0,0.0,117.27
2024-05-16,SKU_0001,930.46,0.0,0.0,60.26
2024-05-17,SKU_0001,864.78,0.0,0.0,65.68
2024-05-18,SKU_0001,792.54,0.0,0.0,72.24
2024-05-19,SKU_0001,1260.16,543.39,0.0,75.77
2024-05-20,SKU_0001,1158.57,0.0,587.64,101.59
2024-05-21,SKU_0001,1064.56,0.0,0.0,94.01
2024-05-22,SKU_0001,990.11,0.0,0.0,74.45
2024-05-23,SKU_0001,905.2,0.0,0.0,84.91
2024-05-24,SKU_0001,849.44,0.0,0.0,55.76
2024-05-25,SKU_0001,782.55,0.0,0.0,66.89
2024-05-26,SKU_0001,1328.16,587.64,0.0,42.03
2024-05-27,SKU_0001,1263.94,0.0,511.08,64.22
2024-05-28,SKU_0001,1181.95,0.0,0.0,81.99
2024-05-29,SKU_0001,1086.34,0.0,0.0,95.61
2024-05-30,SKU_0001,1026.21,0.0,0.0,60.13
2024-05-31,SKU_0001,987.18,0.0,0.0,39.03
2024-06-01,SKU_0001,935.46,0.0,0.0,51.72
2024-06-02,SKU_0001,1387.18,511.08,0.0,59.36
2024-06-03,SKU_0001,1299.66,0.0,488.04,87.52
2024-06-04,SKU_0001,1219.2,0.0,0.0,80.46
2024-06-05,SKU_0001,1112.9,0.0,0.0,106.3
2024-06-06,SKU_0001,1024.91,0.0,0.0,87.99
2024-06-07,SKU_0001,938.85,0.0,0.0,86.06
2024-06-08,SKU_0001,885.04,0.0,0.0,53.81
2024-06-09,SKU_0001,1334.51,488.04,0.0,38.57
2024-06-10,SKU_0001,1268.44,0.0,591.97,66.07
2024-06-11,SKU_0001,1188.79,0.0,0.0,79.65
2024-06-12,SKU_0001,1099.03,0.0,0.0,89.76
2024-06-13,SKU_0001,1046.11,0.0,0.0,52.92
2024-06-14,SKU_0001,989.71,0.0,0.0,56.4
2024-06-15,SKU_0001,930.38,0.0,0.0,59.33
2024-06-16,SKU_0001,1470.27,591.97,0.0,52.08
2024-06-17,SKU_0001,1415.18,0.0,329.4,55.09
2024-06-18,SKU_0001,1321.66,0.0,0.0,93.52
2024-06-19,SKU_0001,1269.33,0.0,0.0,52.33
2024-06-20,SKU_0001,1192.41,0.0,0.0,76.92
2024-06-21,SKU_0001,1129.49,0.0,0.0,62.92
2024-06-22,SKU_0001,1090.72,0.0,0.0,38.77
2024-06-23,SKU_0001,1378.02,329.4,0.0,42.1
2024-06-24,SKU_0001,1327.3,0.0,329.04,50.72
2024-06-25,SKU_0001,1257.66,0.0,0.0,69.64
2024-06-26,SKU_0001,1198.98,0.0,0.0,58.68
2024-06-27,SKU_0001,1135.63,0.0,0.0,63.35
2024-06-28,SKU_0001,1090.15,0.0,0.0,45.48
2024-06-29,SKU_0001,1050.42,0.0,0.0,39.73
2024-06-30,SKU_0001,1337.85,329.04,0.0,41.61
2024-07-01,SKU_0001,1302.92,0.0,268.38,34.93
2024-07-02,SKU_0001,1221.48,0.0,0.0,81.44
2024-07-03,SKU_0001,1159.34,0.0,0.0,62.14
2024-07-04,SKU_0001,1116.51,0.0,0.0,42.83
2024-07-05,SKU_0001,1070.42,0.0,0.0,46.09
2024-07-06,SKU_0001,1027.43,0.0,0.0,42.99
2024-07-07,SKU_0001,1235.01,268.38,0.0,60.8
2024-07-08,SKU_0001,1181.92,0.0,258.92,53.09
2024-07-09,SKU_0001,1102.2,0.0,0.0,79.72
2024-07-10,SKU_0001,1008.42,0.0,0.0,93.78
2024-07-11,SKU_0001,951.53,0.0,0.0,56.89
2024-07-12,SKU_0001,895.0,0.0,0.0,56.53
2024-07-13,SKU_0001,828.08,0.0,0.0,66.92
2024-07-14,SKU_0001,1039.31,258.92,0.0,47.69
2024-07-15,SKU_0001,973.03,0.0,477.81,66.28
2024-07-16,SKU_0001,908.69,0.0,0.0,64.34
2024-07-17,SKU_0001,806.69,0.0,0.0,102.0
2024-07-18,SKU_0001,741.52,0.0,0.0,65.17
2024-07-19,SKU_0001,702.79,0.0,0.0,38.73
2024-07-20,SKU_0001,657.97,0.0,0.0,44.82
2024-07-21,SKU_0001,1098.35,477.81,0.0,37.43
2024-07-22,SKU_0001,1040.22,0.0,401.12,58.13
2024-07-23,SKU_0001,989.08,0.0,0.0,51.14
2024-07-24,SKU_0001,909.98,0.0,0.0,79.1
2024-07-25,SKU_0001,857.87,0.0,0.0,52.11
2024-07-26,SKU_0001,828.63,0.0,0.0,29.24
2024-07-27,SKU_0001,800.58,0.0,0.0,28.05
2024-07-28,SKU_0001,1166.23,401.12,0.0,35.47
2024-07-29,SKU_0001,1116.59,0.0,286.42,49.64
2024-07-30,SKU_0001,1077.49,0.0,0.0,39.1
2024-07-31,SKU_0001,1036.93,0.0,0.0,40.56
2024-08-01,SKU_0001,974.23,0.0,0.0,62.7
2024-08-02,SKU_0001,937.95,0.0,0.0,36.28
2024-08-03,SKU_0001,907.99,0.0,0.0,29.96
2024-08-04,SKU_0001,1167.22,286.42,0.0,27.19
2024-08-05,SKU_0001,1129.04,0.0,190.13,38.18
2024-08-06,SKU_0001,1070.17,0.0,0.0,58.87
2024-08-07,SKU_0001,1029.02,0.0,0.0,41.15
2024-08-08,SKU_0001,987.75,0.0,0.0,41.27
2024-08-09,SKU_0001,952.31,0.0,0.0,35.44
2024-08-10,SKU_0001,932.11,0.0,0.0,20.2
2024-08-11,SKU_0001,1097.73,190.13,0.0,24.51
2024-08-12,SKU_0001,1063.16,0.0,84.8,34.57
2024-08-13,SKU_0001,1022.17,0.0,0.0,40.99
2024-08-14,SKU_0001,972.0,0.0,0.0,50.17
2024-08-15,SKU_0001,934.51,0.0,0.0,37.49
2024-08-16,SKU_0001,905.52,0.0,0.0,28.99
2024-08-17,SKU_0001,883.29,0.0,0.0,22.23
2024-08-18,SKU_0001,929.8,84.8,0.0,38.29
2024-08-19,SKU_0001,900.08,0.0,100.56,29.72
2024-08-20,SKU_0001,864.53,0.0,0.0,35.55
2024-08-21,SKU_0001,812.61,0.0,0.0,51.92
2024-08-22,SKU_0001,770.11,0.0,0.0,42.5
2024-08-23,SKU_0001,738.07,0.0,0.0,32.04
2024-08-24,SKU_0001,710.73,0.0,0.0,27.34
2024-08-25,SKU_0001,776.73,100.56,0.0,34.56
2024-08-26,SKU_0001,739.3,0.0,199.36,37.43
2024-08-27,SKU_0001,705.31,0.0,0.0,33.99
2024-08-28,SKU_0001,665.39,0.0,0.0,39.92
2024-08-29,SKU_0001,624.73,0.0,0.0,40.66
2024-08-30,SKU_0001,589.87,0.0,0.0,34.86
2024-08-31,SKU_0001,559.72,0.0,0.0,30.15
2024-09-01,SKU_0001,730.14,199.36,0.0,28.94
2024-09-02,SKU_0001,693.75,0.0,209.97,36.39
2024-09-03,SKU_0001,653.03,0.0,0.0,40.72
2024-09-04,SKU_0001,615.4,0.0,0.0,37.63
2024-09-05,SKU_0001,568.75,0.0,0.0,46.65
2024-09-06,SKU_0001,543.09,0.0,0.0,25.66
2024-09-07,SKU_0001,518.85,0.0,0.0,24.24
2024-09-08,SKU_0001,712.42,209.97,0.0,16.4
2024-09-09,SKU_0001,683.43,0.0,186.39,28.99
2024-09-10,SKU_0001,652.99,0.0,0.0,30.44
2024-09-11,SKU_0001,620.32,0.0,0.0,32.67
2024-09-12,SKU_0001,562.41,0.0,0.0,57.91
2024-09-13,SKU_0001,532.93,0.0,0.0,29.48
2024-09-14,SKU_0001,504.23,0.0,0.0,28.7
2024-09-15,SKU_0001,660.56,186.39,0.0,30.06
2024-09-16,SKU_0001,622.0,0.0,243.59,38.56
2024-09-17,SKU_0001,588.55,0.0,0.0,33.45
2024-09-18,SKU_0001,536.53,0.0,0.0,52.02
2024-09-19,SKU_0001,494.85,0.0,0.0,41.68
2024-09-20,SKU_0001,466.66,0.0,0.0,28.19
2024-09-21,SKU_0001,442.84,0.0,0.0,23.82
2024-09-22,SKU_0001,663.06,243.59,0.0,23.37
2024-09-23,SKU_0001,635.09,0.0,210.56,27.97
2024-09-24,SKU_0001,603.84,0.0,0.0,31.25
2024-09-25,SKU_0001,563.14,0.0,0.0,40.7
2024-09-26,SKU_0001,524.9,0.0,0.0,38.24
2024-09-27,SKU_0001,509.93,0.0,0.0,14.97
2024-09-28,SKU_0001,489.39,0.0,0.0,20.54
2024-09-29,SKU_0001,681.87,210.56,0.0,18.08
2024-09-30,SKU_0001,653.38,0.0,145.99,28.49
2024-10-01,SKU_0001,628.02,0.0,0.0,25.36
2024-10-02,SKU_0001,591.3,0.0,0.0,36.72
2024-10-03,SKU_0001,568.81,0.0,0.0,22.49
2024-10-04,SKU_0001,554.35,0.0,0.0,14.46
2024-10-05,SKU_0001,528.0,0.0,0.0,26.35
2024-10-06,SKU_0001,656.04,145.99,0.0,17.95
2024-10-07,SKU_0001,627.38,0.0,123.97,28.66
2024-10-08,SKU_0001,600.73,0.0,0.0,26.65
2024-10-09,SKU_0001,575.29,0.0,0.0,25.44
2024-10-10,SKU_0001,547.27,0.0,0.0,28.02
2024-10-11,SKU_0001,524.68,0.0,0.0,22.59
2024-10-12,SKU_0001,505.21,0.0,0.0,19.47
2024-10-13,SKU_0001,603.25,123.97,0.0,25.93
2024-10-14,SKU_0001,578.45,0.0,116.57,24.8
2024-10-15,SKU_0001,538.55,0.0,0.0,39.9
2024-10-16,SKU_0001,500.57,0.0,0.0,37.98
2024-10-17,SKU_0001,479.57,0.0,0.0,21.0
2024-10-18,SKU_0001,455.6,0.0,0.0,23.97
2024-10-19,SKU_0001,426.04,0.0,0.0,29.56
2024-10-20,SKU_0001,523.96,116.57,0.0,18.65
2024-10-21,SKU_0001,490.85,0.0,172.34,33.11
2024-10-22,SKU_0001,443.31,0.0,0.0,47.54
2024-10-23,SKU_0001,412.92,0.0,0.0,30.39
2024-10-24,SKU_0001,381.24,0.0,0.0,31.68
2024-10-25,SKU_0001,350.39,0.0,0.0,30.85
2024-10-26,SKU_0001,332.27,0.0,0.0,18.12
2024-10-27,SKU_0001,482.2,172.34,0.0,22.41
2024-10-28,SKU_0001,445.35,0.0,240.33,36.85
2024-10-29,SKU_0001,417.15,0.0,0.0,28.2
2024-10-30,SKU_0001,374.36,0.0,0.0,42.79
2024-10-31,SKU_0001,344.14,0.0,0.0,30.22
2024-11-01,SKU_0001,312.33,0.0,0.0,31.81
2024-11-02,SKU_0001,277.5,0.0,0.0,34.83
2024-11-03,SKU_0001,496.02,240.33,0.0,21.81
2024-11-04,SKU_0001,458.15,0.0,275.56,37.87
2024-11-05,SKU_0001,402.24,0.0,0.0,55.91
2024-11-06,SKU_0001,346.87,0.0,0.0,55.37
2024-11-07,SKU_0001,306.81,0.0,0.0,40.06
2024-11-08,SKU_0001,280.13,0.0,0.0,26.68
2024-11-09,SKU_0001,247.91,0.0,0.0,32.22
2024-11-10,SKU_0001,497.14,275.56,0.0,26.33
2024-11-11,SKU_0001,458.31,0.0,360.43,38.83
2024-11-12,SKU_0001,411.1,0.0,0.0,47.21
2024-11-13,SKU_0001,367.94,0.0,0.0,43.16
2024-11-14,SKU_0001,311.13,0.0,0.0,56.81
2024-11-15,SKU_0001,276.61,0.0,0.0,34.52
2024-11-16,SKU_0001,224.98,0.0,0.0,51.63
2024-11-17,SKU_0001,540.59,360.43,0.0,44.82
2024-11-18,SKU_0001,492.55,0.0,438.54,48.04
2024-11-19,SKU_0001,433.85,0.0,0.0,58.7
2024-11-20,SKU_0001,348.12,0.0,0.0,85.73
2024-11-21,SKU_0001,297.79,0.0,0.0,50.33
2024-11-22,SKU_0001,257.54,0.0,0.0,40.25
2024-11-23,SKU_0001,224.81,0.0,0.0,32.73
2024-11-24,SKU_0001,632.32,438.54,0.0,31.03
2024-11-25,SKU_0001,572.68,0.0,482.82,59.64
2024-11-26,SKU_0001,521.75,0.0,0.0,50.93
2024-11-27,SKU_0001,447.92,0.0,0.0,73.83
2024-11-28,SKU_0001,374.36,0.0,0.0,73.56
2024-11-29,SKU_0001,319.26,0.0,0.0,55.1
2024-11-30,SKU_0001,283.93,0.0,0.0,35.33
2024-12-01,SKU_0001,725.86,482.82,0.0,40.89
2024-12-02,SKU_0001,694.49,0.0,476.96,31.37
2024-12-03,SKU_0001,632.95,0.0,0.0,61.54
2024-12-04,SKU_0001,561.27,0.0,0.0,71.68
2024-12-05,SKU_0001,508.2,0.0,0.0,53.07
2024-12-06,SKU_0001,464.83,0.0,0.0,43.37
2024-12-07,SKU_0001,427.97,0.0,0.0,36.86
2024-12-08,SKU_0001,850.67,476.96,0.0,54.26
2024-12-09,SKU_0001,801.36,0.0,452.55,49.31
2024-12-10,SKU_0001,716.5,0.0,0.0,84.86
2024-12-11,SKU_0001,661.59,0.0,0.0,54.91
2024-12-12,SKU_0001,605.22,0.0,0.0,56.37
2024-12-13,SKU_0001,569.42,0.0,0.0,35.8
2024-12-14,SKU_0001,515.43,0.0,0.0,53.99
2024-12-15,SKU_0001,935.39,452.55,0.0,32.59
2024-12-16,SKU_0001,875.91,0.0,430.6,59.48
2024-12-17,SKU_0001,835.56,0.0,0.0,40.35
2024-12-18,SKU_0001,770.34,0.0,0.0,65.22
2024-12-19,SKU_0001,727.16,0.0,0.0,43.18
2024-12-20,SKU_0001,686.86,0.0,0.0,40.3
2024-12-21,SKU_0001,664.52,0.0,0.0,22.34
2024-12-22,SKU_0001,1060.92,430.6,0.0,34.2
2024-12-23,SKU_0001,1025.78,0.0,223.76,35.14
2024-12-24,SKU_0001,964.03,0.0,0.0,61.75
2024-12-25,SKU_0001,915.9,0.0,0.0,48.13
2024-12-26,SKU_0001,845.07,0.0,0.0,70.83
2024-12-27,SKU_0001,783.94,0.0,0.0,61.13
2024-12-28,SKU_0001,742.12,0.0,0.0,41.82
2024-12-29,SKU_0001,936.5,223.76,0.0,29.38
2024-12-30,SKU_0001,895.66,0.0,323.37,40.84
2024-01-01,SKU_0002,71.92,0.0,442.27,26.08
2024-01-02,SKU_0002,31.72,0.0,0.0,40.2
2024-01-03,SKU_0002,6.51,0.0,0.0,25.21
2024-01-04,SKU_0002,0.0,0.0,0.0,6.51
2024-01-05,SKU_0002,0.0,0.0,0.0,0.0
2024-01-06,SKU_0002,0.0,0.0,0.0,0.0
2024-01-07,SKU_0002,427.18,442.27,0.0,15.09
2024-01-08,SKU_0002,397.41,0.0,116.78,29.77
2024-01-09,SKU_0002,366.87,0.0,0.0,30.54
2024-01-10,SKU_0002,324.23,0.0,0.0,42.64
2024-01-11,SKU_0002,301.77,0.0,0.0,22.46
2024-01-12,SKU_0002,277.86,0.0,0.0,23.91
2024-01-13,SKU_0002,257.64,0.0,0.0,20.22
2024-01-14,SKU_0002,353.35,116.78,0.0,21.07
2024-01-15,SKU_0002,328.95,0.0,179.92,24.4
2024-01-16,SKU_0002,300.53,0.0,0.0,28.42
2024-01-17,SKU_0002,267.3,0.0,0.0,33.23
2024-01-18,SKU_0002,237.86,0.0,0.0,29.44
2024-01-19,SKU_0002,214.36,0.0,0.0,23.5
2024-01-20,SKU_0002,190.92,0.0,0.0,23.44
2024-01-21,SKU_0002,355.36,179.92,0.0,15.48
2024-01-22,SKU_0002,338.32,0.0,155.93,17.04
2024-01-23,SKU_0002,302.58,0.0,0.0,35.74
2024-01-24,SKU_0002,278.79,0.0,0.0,23.79
2024-01-25,SKU_0002,255.35,0.0,0.0,23.44
2024-01-26,SKU_0002,233.69,0.0,0.0,21.66
2024-01-27,SKU_0002,218.48,0.0,0.0,15.21
2024-01-28,SKU_0002,360.56,155.93,0.0,13.85
2024-01-29,SKU_0002,339.75,0.0,136.42,20.81
2024-01-30,SKU_0002,308.44,0.0,0.0,31.31
2024-01-31,SKU_0002,279.8,0.0,0.0,28.64
2024-02-01,SKU_0002,251.61,0.0,0.0,28.19
2024-02-02,SKU_0002,233.0,0.0,0.0,18.61
2024-02-03,SKU_0002,212.19,0.0,0.0,20.81
2024-02-04,SKU_0002,332.0,136.42,0.0,16.61
2024-02-05,SKU_0002,313.56,0.0,146.81,18.44
2024-02-06,SKU_0002,283.63,0.0,0.0,29.93
2024-02-07,SKU_0002,248.86,0.0,0.0,34.77
2024-02-08,SKU_0002,224.4,0.0,0.0,24.46
2024-02-09,SKU_0002,191.16,0.0,0.0,33.24
2024-02-10,SKU_0002,175.35,0.0,0.0,15.81
2024-02-11,SKU_0002,299.02,146.81,0.0,23.14
2024-02-12,SKU_0002,263.82,0.0,200.44,35.2
2024-02-13,SKU_0002,227.44,0.0,0.0,36.38
2024-02-14,SKU_0002,196.84,0.0,0.0,30.6
2024-02-15,SKU_0002,168.54,0.0,0.0,28.3
2024-02-16,SKU_0002,130.28,0.0,0.0,38.26
2024-02-17,SKU_0002,108.91,0.0,0.0,21.37
2024-02-18,SKU_0002,276.48,200.44,0.0,32.87
2024-02-19,SKU_0002,248.66,0.0,240.3,27.82
2024-02-20,SKU_0002,221.04,0.0,0.0,27.62
2024-02-21,SKU_0002,190.83,0.0,0.0,30.21
2024-02-22,SKU_0002,159.03,0.0,0.0,31.8
2024-02-23,SKU_0002,142.2,0.0,0.0,16.83
2024-02-24,SKU_0002,122.56,0.0,0.0,19.64
2024-02-25,SKU_0002,341.8,240.3,0.0,21.06
2024-02-26,SKU_0002,311.66,0.0,194.7,30.14
2024-02-27,SKU_0002,261.15,0.0,0.0,50.51
2024-02-28,SKU_0002,225.68,0.0,0.0,35.47
2024-02-29,SKU_0002,203.93,0.0,0.0,21.75
2024-03-01,SKU_0002,177.98,0.0,0.0,25.95
2024-03-02,SKU_0002,149.53,0.0,0.0,28.45
2024-03-03,SKU_0002,319.64,194.7,0.0,24.59
2024-03-04,SKU_0002,278.99,0.0,268.25,40.65
2024-03-05,SKU_0002,236.05,0.0,0.0,42.94
2024-03-06,SKU_0002,189.52,0.0,0.0,46.53
2024-03-07,SKU_0002,155.48,0.0,0.0,34.04
2024-03-08,SKU_0002,119.28,0.0,0.0,36.2
2024-03-09,SKU_0002,98.44,0.0,0.0,20.84
2024-03-10,SKU_0002,334.23,268.25,0.0,32.46
2024-03-11,SKU_0002,302.8,0.0,286.8,31.43
2024-03-12,SKU_0002,272.84,0.0,0.0,29.96
2024-03-13,SKU_0002,226.8,0.0,0.0,46.04
2024-03-14,SKU_0002,177.97,0.0,0.0,48.83
2024-03-15,SKU_0002,150.14,0.0,0.0,27.83
2024-03-16,SKU_0002,115.41,0.0,0.0,34.73
2024-03-17,SKU_0002,382.24,286.8,0.0,19.97
2024-03-18,SKU_0002,355.2,0.0,241.88,27.04
2024-03-19,SKU_0002,315.38,0.0,0.0,39.82
2024-03-20,SKU_0002,275.64,0.0,0.0,39.74
2024-03-21,SKU_0002,243.19,0.0,0.0,32.45
2024-03-22,SKU_0002,206.46,0.0,0.0,36.73
2024-03-23,SKU_0002,184.26,0.0,0.0,22.2
2024-03-24,SKU_0002,401.6,241.88,0.0,24.54
2024-03-25,SKU_0002,366.13,0.0,267.62,35.47
2024-03-26,SKU_0002,324.59,0.0,0.0,41.54
2024-03-27,SKU_0002,282.96,0.0,0.0,41.63
2024-03-28,SKU_0002,242.95,0.0,0.0,40.01
2024-03-29,SKU_0002,218.84,0.0,0.0,24.11
2024-03-30,SKU_0002,188.82,0.0,0.0,30.02
2024-03-31,SKU_0002,417.42,267.62,0.0,39.02
2024-04-01,SKU_0002,375.54,0.0,285.3,41.88
2024-04-02,SKU_0002,333.2,0.0,0.0,42.34
2024-04-03,SKU_0002,297.87,0.0,0.0,35.33
2024-04-04,SKU_0002,264.4,0.0,0.0,33.47
2024-04-05,SKU_0002,230.04,0.0,0.0,34.36
